Taxonomic rank	region	name	sample_sum	abundance	observation_name	sample	n
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	34.0	0.06700167504187605	58	N_rpoB_Mockstd001_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	63.0	0.08449684142759425	2	N_rpoB_Mockstd01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mockstd01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	74471.0	99.88197266594241	134	N_rpoB_Mockstd01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	25.0	0.033530492629997716	58	N_rpoB_Mockstd01_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	103.0	0.14137282622122788	2	N_rpoB_Mockstd01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mockstd01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	72722.0	99.81470551903043	134	N_rpoB_Mockstd01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	32.0	0.04392165474834264	58	N_rpoB_Mockstd01_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	223.0	0.25725327334602294	2	N_rpoB_Mockstd_rpoB_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mockstd_rpoB_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	86389.0	99.65853377170214	134	N_rpoB_Mockstd_rpoB_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	73.0	0.08421295495183713	58	N_rpoB_Mockstd_rpoB_rep1	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Family	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	263.0	0.3137938028706764	2	N_rpoB_Mockstd_rpoB_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Genus	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	0.0	0.0	2	N_rpoB_Mockstd_rpoB_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
Species	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	83486.0	99.6098457279897	134	N_rpoB_Mockstd_rpoB_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
weak affiliation	rpoB	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv	64.0	0.07636046913963228	58	N_rpoB_Mockstd_rpoB_rep2	/home/gpascal/work/RPOB/RESULTS97perc/Mock_rpoB_affi_tables_merged.tsv
